hash_sha256,filename,relative_path,size_bytes,size_human,duplicate_count,is_cross_tree,recommendation
8ede0b4ed1fa46a3246b2e0587cf15db5d9ee6e8f3e5a887c34fb4b7d788ae61,1806.05208v2.pdf,archive/papers/papers needs to read/1806.05208v2.pdf,1013238,989.5 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
8ede0b4ed1fa46a3246b2e0587cf15db5d9ee6e8f3e5a887c34fb4b7d788ae61,Enabling End-To-End Machine Learning.pdf,archive/papers/papers needs to read/Enabling End-To-End Machine Learning.pdf,1013238,989.5 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
8ede0b4ed1fa46a3246b2e0587cf15db5d9ee6e8f3e5a887c34fb4b7d788ae61,Enabling End-To-End Machine Learning.pdf,archive/papers/research_papers/76 papers/Enabling End-To-End Machine Learning.pdf,1013238,989.5 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
8ede0b4ed1fa46a3246b2e0587cf15db5d9ee6e8f3e5a887c34fb4b7d788ae61,Enabling End-To-End Machine Learning.pdf,archive/research_papers/76 papers/Enabling End-To-End Machine Learning.pdf,1013238,989.5 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
8ede0b4ed1fa46a3246b2e0587cf15db5d9ee6e8f3e5a887c34fb4b7d788ae61,Enabling End-To-End Machine Learning.pdf,thesis/refs/papers_all/01_mlops/Enabling End-To-End Machine Learning.pdf,1013238,989.5 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1328434988ead3a69b4d2df6f3f62aefd6fb3b5a4556e5ad45e2e81c10e21df4,Atechnical framework for deploying custom real-time machine 2023.pdf,archive/papers/papers needs to read/Atechnical framework for deploying custom real-time machine 2023.pdf,9205257,8.78 MB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1328434988ead3a69b4d2df6f3f62aefd6fb3b5a4556e5ad45e2e81c10e21df4,Atechnical framework for deploying custom real-time machine.pdf,archive/papers/papers needs to read/Atechnical framework for deploying custom real-time machine.pdf,9205257,8.78 MB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1328434988ead3a69b4d2df6f3f62aefd6fb3b5a4556e5ad45e2e81c10e21df4,Atechnical framework for deploying custom real-time machine.pdf,archive/papers/research_papers/76 papers/Atechnical framework for deploying custom real-time machine.pdf,9205257,8.78 MB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1328434988ead3a69b4d2df6f3f62aefd6fb3b5a4556e5ad45e2e81c10e21df4,Atechnical framework for deploying custom real-time machine.pdf,archive/research_papers/76 papers/Atechnical framework for deploying custom real-time machine.pdf,9205257,8.78 MB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
1328434988ead3a69b4d2df6f3f62aefd6fb3b5a4556e5ad45e2e81c10e21df4,Atechnical framework for deploying custom real-time machine.pdf,thesis/refs/papers_all/05_deployment_cicd/Atechnical framework for deploying custom real-time machine.pdf,9205257,8.78 MB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
6bde36b40e6322e8635c8ef784762b06239cfc6d5ef284069d281b6f87a19b37,Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years 2020.pdf,archive/papers/papers needs to read/Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years 2020.pdf,495354,483.7 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
6bde36b40e6322e8635c8ef784762b06239cfc6d5ef284069d281b6f87a19b37,Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years.pdf,archive/papers/papers needs to read/Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years.pdf,495354,483.7 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
6bde36b40e6322e8635c8ef784762b06239cfc6d5ef284069d281b6f87a19b37,Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years.pdf,archive/papers/research_papers/76 papers/Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years.pdf,495354,483.7 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
6bde36b40e6322e8635c8ef784762b06239cfc6d5ef284069d281b6f87a19b37,Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years.pdf,archive/research_papers/76 papers/Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years.pdf,495354,483.7 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
6bde36b40e6322e8635c8ef784762b06239cfc6d5ef284069d281b6f87a19b37,Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years.pdf,thesis/refs/papers_all/06_mental_health_anxiety/Deep Learning Paired with Wearable Passive Sensing Data Predicts Deterioration in Anxiety Disorder Symptoms across 17–18 Years.pdf,495354,483.7 KB,5,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5fa9c6744d8c92e060ecc4560f75acdaf6f6fa623ea43c416bc6958d6885d1be,Transfer Learning in Human Activity Recognition  A Survey.pdf,archive/papers/by_topic/domain_adaptation_tta/Transfer Learning in Human Activity Recognition  A Survey.pdf,2731052,2.60 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5fa9c6744d8c92e060ecc4560f75acdaf6f6fa623ea43c416bc6958d6885d1be,Transfer Learning in Human Activity Recognition  A Survey.pdf,archive/papers/research_papers/76 papers/Transfer Learning in Human Activity Recognition  A Survey.pdf,2731052,2.60 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5fa9c6744d8c92e060ecc4560f75acdaf6f6fa623ea43c416bc6958d6885d1be,Transfer Learning in Human Activity Recognition  A Survey.pdf,archive/research_papers/76 papers/Transfer Learning in Human Activity Recognition  A Survey.pdf,2731052,2.60 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5fa9c6744d8c92e060ecc4560f75acdaf6f6fa623ea43c416bc6958d6885d1be,Transfer Learning in Human Activity Recognition  A Survey.pdf,thesis/refs/papers_all/04_domain_adaptation/Transfer Learning in Human Activity Recognition  A Survey.pdf,2731052,2.60 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5b760ba8d47929d7504bf5cdd0f84126146ff591bb3ee45e05bd7d1c3ce2155a,ADAM-sense_Anxietydisplayingactivitiesrecognitionby.pdf,archive/papers/by_topic/misc/ADAM-sense_Anxietydisplayingactivitiesrecognitionby.pdf,952840,930.5 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5b760ba8d47929d7504bf5cdd0f84126146ff591bb3ee45e05bd7d1c3ce2155a,ADAM-sense_Anxietydisplayingactivitiesrecognitionby.pdf,archive/papers/research_papers/76 papers/ADAM-sense_Anxietydisplayingactivitiesrecognitionby.pdf,952840,930.5 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5b760ba8d47929d7504bf5cdd0f84126146ff591bb3ee45e05bd7d1c3ce2155a,ADAM-sense_Anxietydisplayingactivitiesrecognitionby.pdf,archive/research_papers/76 papers/ADAM-sense_Anxietydisplayingactivitiesrecognitionby.pdf,952840,930.5 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
5b760ba8d47929d7504bf5cdd0f84126146ff591bb3ee45e05bd7d1c3ce2155a,ADAM-sense_Anxietydisplayingactivitiesrecognitionby.pdf,thesis/refs/papers_all/06_mental_health_anxiety/ADAM-sense_Anxietydisplayingactivitiesrecognitionby.pdf,952840,930.5 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
d27508487c5cd7d42d3aefbdf7ca545ec05c5e2f4bd6c39586aab3685be4aa61,Anxiety Detection Leveraging Mobile Passive Sensing.pdf,archive/papers/by_topic/misc/Anxiety Detection Leveraging Mobile Passive Sensing.pdf,440777,430.4 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
d27508487c5cd7d42d3aefbdf7ca545ec05c5e2f4bd6c39586aab3685be4aa61,Anxiety Detection Leveraging Mobile Passive Sensing.pdf,archive/papers/research_papers/76 papers/Anxiety Detection Leveraging Mobile Passive Sensing.pdf,440777,430.4 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
d27508487c5cd7d42d3aefbdf7ca545ec05c5e2f4bd6c39586aab3685be4aa61,Anxiety Detection Leveraging Mobile Passive Sensing.pdf,archive/research_papers/76 papers/Anxiety Detection Leveraging Mobile Passive Sensing.pdf,440777,430.4 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
d27508487c5cd7d42d3aefbdf7ca545ec05c5e2f4bd6c39586aab3685be4aa61,Anxiety Detection Leveraging Mobile Passive Sensing.pdf,thesis/refs/papers_all/06_mental_health_anxiety/Anxiety Detection Leveraging Mobile Passive Sensing.pdf,440777,430.4 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
8713ea845135f45e3e90420c8113ebb1ff791f0254e5b826396641c7ee4eec64,Are Anxiety Detection Models Generalizable-A Cross-Activity and Cross-Population Study Using Wearables.pdf,archive/papers/by_topic/misc/Are Anxiety Detection Models Generalizable-A Cross-Activity and Cross-Population Study Using Wearables.pdf,1820457,1.74 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
8713ea845135f45e3e90420c8113ebb1ff791f0254e5b826396641c7ee4eec64,Are Anxiety Detection Models Generalizable-A Cross-Activity and Cross-Population Study Using Wearables.pdf,archive/papers/research_papers/76 papers/Are Anxiety Detection Models Generalizable-A Cross-Activity and Cross-Population Study Using Wearables.pdf,1820457,1.74 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
8713ea845135f45e3e90420c8113ebb1ff791f0254e5b826396641c7ee4eec64,Are Anxiety Detection Models Generalizable-A Cross-Activity and Cross-Population Study Using Wearables.pdf,archive/research_papers/76 papers/Are Anxiety Detection Models Generalizable-A Cross-Activity and Cross-Population Study Using Wearables.pdf,1820457,1.74 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
8713ea845135f45e3e90420c8113ebb1ff791f0254e5b826396641c7ee4eec64,Are Anxiety Detection Models Generalizable-A Cross-Activity and Cross-Population Study Using Wearables.pdf,thesis/refs/papers_all/06_mental_health_anxiety/Are Anxiety Detection Models Generalizable-A Cross-Activity and Cross-Population Study Using Wearables.pdf,1820457,1.74 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
26b6b3fefa838bf039049243845dc4ac44ae7732347c624e53a42e6334327043,A Close Look into Human Activity Recognition Models using Deep Learning.pdf,archive/papers/papers needs to read/A Close Look into Human Activity Recognition Models using Deep Learning.pdf,987569,964.4 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
26b6b3fefa838bf039049243845dc4ac44ae7732347c624e53a42e6334327043,A Close Look into Human Activity Recognition Models using Deep Learning.pdf,archive/papers/research_papers/76 papers/A Close Look into Human Activity Recognition Models using Deep Learning.pdf,987569,964.4 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
26b6b3fefa838bf039049243845dc4ac44ae7732347c624e53a42e6334327043,A Close Look into Human Activity Recognition Models using Deep Learning.pdf,archive/research_papers/76 papers/A Close Look into Human Activity Recognition Models using Deep Learning.pdf,987569,964.4 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
26b6b3fefa838bf039049243845dc4ac44ae7732347c624e53a42e6334327043,A Close Look into Human Activity Recognition Models using Deep Learning.pdf,thesis/refs/papers_all/03_har_wearables/A Close Look into Human Activity Recognition Models using Deep Learning.pdf,987569,964.4 KB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
f1dc029ba54408fff30bd70f48006ab49db12d364c01887bd6c26be4a8d02828,A DIFFUSION MODEL FOR MULTIVARIATE.pdf,archive/papers/papers needs to read/A DIFFUSION MODEL FOR MULTIVARIATE.pdf,6336028,6.04 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
f1dc029ba54408fff30bd70f48006ab49db12d364c01887bd6c26be4a8d02828,A DIFFUSION MODEL FOR MULTIVARIATE.pdf,archive/papers/research_papers/76 papers/A DIFFUSION MODEL FOR MULTIVARIATE.pdf,6336028,6.04 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
f1dc029ba54408fff30bd70f48006ab49db12d364c01887bd6c26be4a8d02828,A DIFFUSION MODEL FOR MULTIVARIATE.pdf,archive/research_papers/76 papers/A DIFFUSION MODEL FOR MULTIVARIATE.pdf,6336028,6.04 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
f1dc029ba54408fff30bd70f48006ab49db12d364c01887bd6c26be4a8d02828,A DIFFUSION MODEL FOR MULTIVARIATE.pdf,thesis/refs/papers_all/03_har_wearables/A DIFFUSION MODEL FOR MULTIVARIATE.pdf,6336028,6.04 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
f1bd9947e31ea16fbc60fe3a1c18e17851a2c2032e6207a232166de93f5cdf9f,A Multi-Task Deep Learning Approach for Sensor-based Human Activity Recognition and Segmentation.pdf,archive/papers/papers needs to read/A Multi-Task Deep Learning Approach for Sensor-based Human Activity Recognition and Segmentation.pdf,1226071,1.17 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
f1bd9947e31ea16fbc60fe3a1c18e17851a2c2032e6207a232166de93f5cdf9f,A Multi-Task Deep Learning Approach for Sensor-based Human Activity Recognition and Segmentation.pdf,archive/papers/research_papers/76 papers/A Multi-Task Deep Learning Approach for Sensor-based Human Activity Recognition and Segmentation.pdf,1226071,1.17 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
f1bd9947e31ea16fbc60fe3a1c18e17851a2c2032e6207a232166de93f5cdf9f,A Multi-Task Deep Learning Approach for Sensor-based Human Activity Recognition and Segmentation.pdf,archive/research_papers/76 papers/A Multi-Task Deep Learning Approach for Sensor-based Human Activity Recognition and Segmentation.pdf,1226071,1.17 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
f1bd9947e31ea16fbc60fe3a1c18e17851a2c2032e6207a232166de93f5cdf9f,A Multi-Task Deep Learning Approach for Sensor-based Human Activity Recognition and Segmentation.pdf,thesis/refs/papers_all/03_har_wearables/A Multi-Task Deep Learning Approach for Sensor-based Human Activity Recognition and Segmentation.pdf,1226071,1.17 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
a686381f4b9790cfe9fd8cc3a79295ee63939d2af17a1159dc676faafa3fc19f,A Privacy-Preserving Multi-Stage Fall Detection Framework with Semi-supervised Federated Learning and Robotic Vision Confirmation.pdf,archive/papers/papers needs to read/A Privacy-Preserving Multi-Stage Fall Detection Framework with Semi-supervised Federated Learning and Robotic Vision Confirmation.pdf,6286123,5.99 MB,4,YES,Cross-tree duplicate: keep thesis/refs/papers_all/ copy as canonical; review archive/ copy before any removal.
